play_id,user_id,user_age,user_country,subscription_tier,track_id,track_name,artist_name,album_name,album_release_year,genre_primary,genre_secondary,device_type,platform,os_version,city,state_province,country,play_seconds,completed,skips,timestamp
612,U0297,57,Japan,Premium,T00022,Track A006-2,Artist 6,Album A006-1,2018,Latin Pop,Reggaeton,Mobile,iOS,17.5,Tokyo,TK,Japan,244,1,0,2024-10-30 00:17:49
613,U0578,44,India,Premium,T00034,Track A009-2,Artist 9,Album A009-1,2019,K-Pop,Pop,Mobile,iOS,17.5,Mumbai,MH,India,192,1,0,2024-10-31 13:11:15
614,U0587,45,India,Free,T00007,Track A002-3,Artist 2,Album A002-2,2018,Bollywood,Dance,Smart Speaker,Alexa,5.3,Bengaluru,KA,India,259,1,0,2024-10-15 03:55:01
615,U0028,38,UK,Free,T00037,Track A010-1,Artist 10,Album A010-1,2020,Pop,Dance Pop,Desktop,macOS,13.5,London,ENG,UK,114,0,1,2024-10-05 00:07:52
616,U0259,16,India,Free,T00017,Track A005-1,Artist 5,Album A005-1,2018,Bollywood,Dance,Tablet,iOS,17.1,Mumbai,MH,India,154,0,0,2024-10-14 15:21:21
617,U0115,22,Japan,Student,T00078,Track A020-2,Artist 20,Album A020-1,2024,Bollywood,Dance,Mobile,Android,12,Osaka,OS,Japan,242,1,0,2024-10-29 17:27:43
618,U0458,60,UK,Premium,T00048,Track A012-4,Artist 12,Album A012-2,2024,Pop,Dance Pop,Mobile,Android,12,Manchester,ENG,UK,252,1,0,2024-10-13 16:22:52
619,U0497,40,USA,Premium,T00024,Track A006-4,Artist 6,Album A006-2,2024,Latin Pop,Reggaeton,Tablet,iOS,17.1,Austin,TX,USA,168,1,0,2024-10-02 14:33:11
620,U0149,41,UK,Student,T00077,Track A020-1,Artist 20,Album A020-1,2024,Bollywood,Dance,Mobile,Android,12,London,ENG,UK,245,1,0,2024-10-25 01:49:17
621,U0393,47,Germany,Free,T00031,Track A008-3,Artist 8,Album A008-2,2020,Latin Pop,Reggaeton,Smart Speaker,Alexa,5.3,Munich,BY,Germany,239,1,0,2024-10-22 08:51:09
622,U0216,21,Brazil,Premium,T00074,Track A019-2,Artist 19,Album A019-1,2018,Hip-Hop,Pop Rap,Smart Speaker,Alexa,5.3,Rio de Janeiro,RJ,Brazil,85,0,0,2024-10-17 18:02:32
623,U0054,21,Japan,Student,T00022,Track A006-2,Artist 6,Album A006-1,2018,Latin Pop,Reggaeton,Desktop,macOS,13.5,Osaka,OS,Japan,193,1,0,2024-10-20 08:34:16
624,U0546,40,Canada,Free,T00030,Track A008-2,Artist 8,Album A008-1,2020,Latin Pop,Reggaeton,Desktop,macOS,13.5,Montreal,QC,Canada,193,1,0,2024-10-19 22:27:54
625,U0544,31,USA,Premium,T00056,Track A014-4,Artist 14,Album A014-2,2021,Hip-Hop,Pop Rap,Mobile,iOS,17.5,Austin,TX,USA,298,1,0,2024-10-15 00:28:02
626,U0392,47,Brazil,Premium Family,T00087,Track A022-3,Artist 22,Album A022-2,2020,Bollywood,Dance,Desktop,Windows,10,São Paulo,SP,Brazil,230,1,0,2024-10-26 17:47:24
627,U0100,36,India,Student,T00069,Track A018-1,Artist 18,Album A018-1,2017,Latin Pop,Reggaeton,Smart Speaker,Alexa,5.3,Bengaluru,KA,India,311,1,0,2024-10-18 04:14:22
628,U0280,18,Germany,Free,T00043,Track A011-3,Artist 11,Album A011-2,2024,Pop,Dance Pop,Desktop,Windows,10,Munich,BY,Germany,257,1,0,2024-10-13 23:10:47
629,U0599,54,Germany,Free,T00051,Track A013-3,Artist 13,Album A013-2,2020,Hip-Hop,Pop Rap,Desktop,macOS,13.5,Munich,BY,Germany,241,1,0,2024-10-12 17:42:49
630,U0200,30,USA,Student,T00067,Track A017-3,Artist 17,Album A017-2,2020,Pop,Dance Pop,Desktop,Windows,10,Chicago,IL,USA,162,1,0,2024-10-09 17:37:05
631,U0009,53,Germany,Premium,T00009,Track A003-1,Artist 3,Album A003-1,2022,Pop,Dance Pop,Mobile,iOS,17.5,Hamburg,HH,Germany,104,0,2,2024-10-20 23:08:22
632,U0457,45,Germany,Premium,T00045,Track A012-1,Artist 12,Album A012-1,2021,Pop,Dance Pop,Mobile,Android,12,Berlin,BE,Germany,148,0,0,2024-10-14 18:03:53
633,U0095,16,Japan,Student,T00008,Track A002-4,Artist 2,Album A002-2,2018,Bollywood,Dance,Tablet,iOS,17.1,Osaka,OS,Japan,308,1,0,2024-10-11 12:37:08
634,U0125,55,India,Free,T00091,Track A023-3,Artist 23,Album A023-2,2018,Latin Pop,Reggaeton,Mobile,iOS,17.5,Hyderabad,TG,India,272,1,0,2024-10-05 04:38:50
635,U0385,25,UK,Free,T00085,Track A022-1,Artist 22,Album A022-1,2022,Bollywood,Dance,Smart Speaker,Alexa,5.3,Edinburgh,SCT,UK,258,1,0,2024-10-28 11:31:04
636,U0114,29,Canada,Premium,T00090,Track A023-2,Artist 23,Album A023-1,2024,Latin Pop,Reggaeton,Mobile,Android,12,Toronto,ON,Canada,158,0,0,2024-10-13 07:09:27
637,U0465,45,Brazil,Free,T00036,Track A009-4,Artist 9,Album A009-2,2023,K-Pop,Pop,Desktop,macOS,13.5,São Paulo,SP,Brazil,150,0,0,2024-10-16 16:47:35
638,U0284,48,India,Free,T00008,Track A002-4,Artist 2,Album A002-2,2018,Bollywood,Dance,Desktop,macOS,13.5,Bengaluru,KA,India,166,1,0,2024-10-19 20:44:26
639,U0265,52,Brazil,Premium,T00034,Track A009-2,Artist 9,Album A009-1,2019,K-Pop,Pop,Mobile,Android,12,Rio de Janeiro,RJ,Brazil,92,0,0,2024-10-22 09:18:24
640,U0403,54,Canada,Premium,T00023,Track A006-3,Artist 6,Album A006-2,2020,Latin Pop,Reggaeton,Smart Speaker,Alexa,5.3,Toronto,ON,Canada,107,0,1,2024-10-24 21:17:17
641,U0224,42,Canada,Premium,T00079,Track A020-3,Artist 20,Album A020-2,2020,Bollywood,Dance,Smart Speaker,Alexa,5.3,Montreal,QC,Canada,292,1,0,2024-10-06 03:47:23
642,U0266,34,Japan,Free,T00014,Track A004-2,Artist 4,Album A004-1,2018,Bollywood,Dance,Mobile,iOS,17.5,Osaka,OS,Japan,92,0,1,2024-10-04 12:57:26
643,U0457,45,Germany,Premium,T00003,Track A001-3,Artist 1,Album A001-2,2019,Hip-Hop,Pop Rap,Desktop,macOS,13.5,Berlin,BE,Germany,224,1,0,2024-10-08 05:25:40
644,U0039,27,USA,Premium,T00086,Track A022-2,Artist 22,Album A022-1,2020,Bollywood,Dance,Desktop,macOS,13.5,Austin,TX,USA,122,0,1,2024-10-13 22:25:15
645,U0589,55,Germany,Student,T00001,Track A001-1,Artist 1,Album A001-1,2020,Hip-Hop,Pop Rap,Tablet,iOS,17.1,Berlin,BE,Germany,193,1,0,2024-10-24 19:40:58
646,U0072,60,Germany,Free,T00070,Track A018-2,Artist 18,Album A018-1,2020,Latin Pop,Reggaeton,Mobile,Android,12,Hamburg,HH,Germany,176,0,1,2024-10-01 03:51:12
647,U0125,55,India,Free,T00073,Track A019-1,Artist 19,Album A019-1,2017,Hip-Hop,Pop Rap,Tablet,iOS,17.1,Hyderabad,TG,India,166,0,1,2024-10-18 10:10:12
648,U0057,45,India,Premium,T00081,Track A021-1,Artist 21,Album A021-1,2022,Bollywood,Dance,Smart Speaker,Alexa,5.3,Mumbai,MH,India,173,0,1,2024-10-05 09:38:04
649,U0083,50,Germany,Free,T00059,Track A015-3,Artist 15,Album A015-2,2024,Latin Pop,Reggaeton,Desktop,Windows,10,Berlin,BE,Germany,129,0,1,2024-10-10 20:39:09
650,U0196,42,UK,Free,T00039,Track A010-3,Artist 10,Album A010-2,2017,Pop,Dance Pop,Smart Speaker,Alexa,5.3,Edinburgh,SCT,UK,286,1,0,2024-10-19 22:30:17
651,U0368,24,Brazil,Premium Family,T00063,Track A016-3,Artist 16,Album A016-2,2020,Latin Pop,Reggaeton,Mobile,iOS,17.5,São Paulo,SP,Brazil,186,1,0,2024-10-31 17:15:18
652,U0144,53,UK,Premium,T00005,Track A002-1,Artist 2,Album A002-1,2019,Bollywood,Dance,Mobile,Android,12,London,ENG,UK,238,1,0,2024-10-02 05:33:06
653,U0245,52,USA,Free,T00063,Track A016-3,Artist 16,Album A016-2,2020,Latin Pop,Reggaeton,Desktop,macOS,13.5,Austin,TX,USA,255,1,0,2024-10-04 01:23:30
654,U0316,30,USA,Free,T00064,Track A016-4,Artist 16,Album A016-2,2021,Latin Pop,Reggaeton,Tablet,iOS,17.1,Austin,TX,USA,317,1,0,2024-10-22 19:28:51
655,U0038,50,Germany,Free,T00044,Track A011-4,Artist 11,Album A011-2,2017,Pop,Dance Pop,Mobile,iOS,17.5,Hamburg,HH,Germany,254,1,0,2024-10-17 09:28:14
656,U0416,28,USA,Free,T00016,Track A004-4,Artist 4,Album A004-2,2018,Bollywood,Dance,Mobile,Android,12,New York,NY,USA,190,0,2,2024-10-26 09:28:42
657,U0153,47,Germany,Free,T00095,Track A024-3,Artist 24,Album A024-2,2023,K-Pop,Pop,Tablet,iOS,17.1,Hamburg,HH,Germany,296,1,0,2024-10-12 07:26:52
658,U0145,38,USA,Premium,T00063,Track A016-3,Artist 16,Album A016-2,2020,Latin Pop,Reggaeton,Smart Speaker,Alexa,5.3,San Francisco,CA,USA,192,0,2,2024-10-01 22:12:36
659,U0047,60,UK,Free,T00032,Track A008-4,Artist 8,Album A008-2,2023,Latin Pop,Reggaeton,Smart Speaker,Alexa,5.3,Manchester,ENG,UK,58,0,0,2024-10-07 08:05:14
660,U0315,48,USA,Premium,T00013,Track A004-1,Artist 4,Album A004-1,2022,Bollywood,Dance,Desktop,macOS,13.5,San Francisco,CA,USA,127,0,0,2024-10-30 16:07:47
661,U0109,35,Japan,Premium,T00015,Track A004-3,Artist 4,Album A004-2,2020,Bollywood,Dance,Desktop,macOS,13.5,Tokyo,TK,Japan,257,1,0,2024-10-29 21:11:56
662,U0065,44,Japan,Free,T00026,Track A007-2,Artist 7,Album A007-1,2022,Pop,Dance Pop,Desktop,macOS,13.5,Osaka,OS,Japan,260,1,0,2024-10-17 09:01:59
663,U0412,57,Germany,Premium,T00042,Track A011-2,Artist 11,Album A011-1,2023,Pop,Dance Pop,Mobile,iOS,17.5,Munich,BY,Germany,205,1,0,2024-10-28 23:03:00
664,U0219,53,India,Free,T00006,Track A002-2,Artist 2,Album A002-1,2022,Bollywood,Dance,Tablet,iOS,17.1,Mumbai,MH,India,167,1,0,2024-10-09 10:04:52
665,U0281,55,USA,Premium,T00019,Track A005-3,Artist 5,Album A005-2,2022,Bollywood,Dance,Desktop,macOS,13.5,New York,NY,USA,233,1,0,2024-10-09 03:47:36
666,U0169,44,UK,Free,T00057,Track A015-1,Artist 15,Album A015-1,2017,Latin Pop,Reggaeton,Mobile,Android,12,London,ENG,UK,77,0,2,2024-10-29 06:03:45
667,U0386,38,UK,Premium Family,T00021,Track A006-1,Artist 6,Album A006-1,2020,Latin Pop,Reggaeton,Mobile,iOS,17.5,Edinburgh,SCT,UK,97,0,0,2024-10-24 15:21:29
668,U0092,22,Brazil,Premium,T00091,Track A023-3,Artist 23,Album A023-2,2018,Latin Pop,Reggaeton,Smart Speaker,Alexa,5.3,São Paulo,SP,Brazil,282,1,0,2024-10-29 19:44:46
669,U0488,27,India,Premium,T00089,Track A023-1,Artist 23,Album A023-1,2019,Latin Pop,Reggaeton,Mobile,Android,12,Hyderabad,TG,India,119,0,2,2024-10-11 00:11:38
670,U0462,52,India,Premium,T00053,Track A014-1,Artist 14,Album A014-1,2017,Hip-Hop,Pop Rap,Mobile,Android,12,Mumbai,MH,India,216,1,0,2024-10-09 11:21:51
671,U0185,56,India,Premium Family,T00092,Track A023-4,Artist 23,Album A023-2,2018,Latin Pop,Reggaeton,Desktop,macOS,13.5,Bengaluru,KA,India,308,1,0,2024-10-30 17:05:22
672,U0309,26,India,Student,T00045,Track A012-1,Artist 12,Album A012-1,2021,Pop,Dance Pop,Desktop,macOS,13.5,Bengaluru,KA,India,207,1,0,2024-10-01 05:19:28
673,U0121,46,USA,Free,T00068,Track A017-4,Artist 17,Album A017-2,2018,Pop,Dance Pop,Mobile,iOS,17.5,Austin,TX,USA,172,0,2,2024-10-31 01:05:42
674,U0520,50,Japan,Premium Family,T00029,Track A008-1,Artist 8,Album A008-1,2021,Latin Pop,Reggaeton,Desktop,macOS,13.5,Osaka,OS,Japan,225,1,0,2024-10-31 09:53:01
675,U0055,35,Canada,Free,T00025,Track A007-1,Artist 7,Album A007-1,2021,Pop,Dance Pop,Mobile,iOS,17.5,Montreal,QC,Canada,231,1,0,2024-10-08 05:51:03
676,U0486,31,Brazil,Free,T00064,Track A016-4,Artist 16,Album A016-2,2021,Latin Pop,Reggaeton,Mobile,Android,12,Rio de Janeiro,RJ,Brazil,228,1,0,2024-10-08 18:08:00
677,U0056,18,Canada,Free,T00083,Track A021-3,Artist 21,Album A021-2,2017,Bollywood,Dance,Desktop,Windows,10,Toronto,ON,Canada,138,0,1,2024-10-14 20:07:27
678,U0465,45,Brazil,Free,T00006,Track A002-2,Artist 2,Album A002-1,2022,Bollywood,Dance,Mobile,iOS,17.5,São Paulo,SP,Brazil,297,1,0,2024-10-03 13:06:58
679,U0162,53,Japan,Premium,T00004,Track A001-4,Artist 1,Album A001-2,2022,Hip-Hop,Pop Rap,Desktop,macOS,13.5,Osaka,OS,Japan,110,0,0,2024-10-25 23:54:22
680,U0456,30,UK,Free,T00076,Track A019-4,Artist 19,Album A019-2,2020,Hip-Hop,Pop Rap,Tablet,iOS,17.1,Edinburgh,SCT,UK,183,0,2,2024-10-16 19:47:06
681,U0334,45,Canada,Premium Family,T00030,Track A008-2,Artist 8,Album A008-1,2020,Latin Pop,Reggaeton,Mobile,iOS,17.5,Montreal,QC,Canada,143,0,2,2024-10-16 19:58:17
682,U0423,35,UK,Free,T00026,Track A007-2,Artist 7,Album A007-1,2022,Pop,Dance Pop,Desktop,macOS,13.5,Edinburgh,SCT,UK,94,0,1,2024-10-11 17:05:26
683,U0056,18,Canada,Free,T00056,Track A014-4,Artist 14,Album A014-2,2021,Hip-Hop,Pop Rap,Mobile,Android,12,Toronto,ON,Canada,298,1,0,2024-10-11 11:51:02
684,U0183,45,Japan,Premium Family,T00050,Track A013-2,Artist 13,Album A013-1,2018,Hip-Hop,Pop Rap,Desktop,Windows,10,Tokyo,TK,Japan,190,1,0,2024-10-07 14:55:22
685,U0368,24,Brazil,Premium Family,T00035,Track A009-3,Artist 9,Album A009-2,2021,K-Pop,Pop,Mobile,Android,12,São Paulo,SP,Brazil,114,0,2,2024-10-17 07:20:30
686,U0062,45,Germany,Premium,T00036,Track A009-4,Artist 9,Album A009-2,2023,K-Pop,Pop,Mobile,Android,12,Berlin,BE,Germany,271,1,0,2024-10-06 09:27:06
687,U0429,57,UK,Free,T00022,Track A006-2,Artist 6,Album A006-1,2018,Latin Pop,Reggaeton,Desktop,Windows,10,Manchester,ENG,UK,282,1,0,2024-10-11 16:08:52
688,U0161,33,UK,Student,T00082,Track A021-2,Artist 21,Album A021-1,2023,Bollywood,Dance,Tablet,iOS,17.1,Edinburgh,SCT,UK,210,1,0,2024-10-09 05:59:21
689,U0236,43,USA,Free,T00012,Track A003-4,Artist 3,Album A003-2,2018,Pop,Dance Pop,Desktop,macOS,13.5,Austin,TX,USA,195,1,0,2024-10-26 07:54:16
690,U0485,52,Brazil,Premium,T00060,Track A015-4,Artist 15,Album A015-2,2019,Latin Pop,Reggaeton,Desktop,Windows,10,Rio de Janeiro,RJ,Brazil,240,1,0,2024-10-01 16:53:53
691,U0253,19,India,Free,T00032,Track A008-4,Artist 8,Album A008-2,2023,Latin Pop,Reggaeton,Desktop,Windows,10,Mumbai,MH,India,210,0,2,2024-10-22 01:56:11
692,U0153,47,Germany,Free,T00074,Track A019-2,Artist 19,Album A019-1,2018,Hip-Hop,Pop Rap,Mobile,iOS,17.5,Hamburg,HH,Germany,327,1,0,2024-10-21 06:44:22
693,U0482,31,Brazil,Premium,T00094,Track A024-2,Artist 24,Album A024-1,2020,K-Pop,Pop,Tablet,iOS,17.1,São Paulo,SP,Brazil,184,0,1,2024-10-02 15:10:14
694,U0101,31,UK,Premium,T00058,Track A015-2,Artist 15,Album A015-1,2018,Latin Pop,Reggaeton,Desktop,macOS,13.5,Manchester,ENG,UK,98,0,0,2024-10-12 16:12:58
695,U0417,42,Germany,Premium,T00028,Track A007-4,Artist 7,Album A007-2,2022,Pop,Dance Pop,Mobile,Android,12,Berlin,BE,Germany,158,0,0,2024-10-18 09:34:22
696,U0017,58,India,Student,T00062,Track A016-2,Artist 16,Album A016-1,2021,Latin Pop,Reggaeton,Smart Speaker,Alexa,5.3,Mumbai,MH,India,125,0,2,2024-10-15 19:09:37
697,U0598,39,USA,Premium,T00004,Track A001-4,Artist 1,Album A001-2,2022,Hip-Hop,Pop Rap,Desktop,macOS,13.5,Chicago,IL,USA,250,1,0,2024-10-23 12:19:13
698,U0416,28,USA,Free,T00024,Track A006-4,Artist 6,Album A006-2,2024,Latin Pop,Reggaeton,Desktop,Windows,10,New York,NY,USA,191,0,0,2024-10-31 10:17:15
699,U0073,46,India,Free,T00050,Track A013-2,Artist 13,Album A013-1,2018,Hip-Hop,Pop Rap,Smart Speaker,Alexa,5.3,Bengaluru,KA,India,202,1,0,2024-10-17 03:51:49
700,U0437,36,Brazil,Free,T00035,Track A009-3,Artist 9,Album A009-2,2021,K-Pop,Pop,Smart Speaker,Alexa,5.3,Rio de Janeiro,RJ,Brazil,204,0,0,2024-10-30 17:36:56
701,U0083,50,Germany,Free,T00080,Track A020-4,Artist 20,Album A020-2,2018,Bollywood,Dance,Desktop,Windows,10,Berlin,BE,Germany,199,0,2,2024-10-03 15:51:36
702,U0373,30,Canada,Free,T00007,Track A002-3,Artist 2,Album A002-2,2018,Bollywood,Dance,Mobile,iOS,17.5,Vancouver,BC,Canada,173,0,0,2024-10-19 14:10:29
703,U0375,56,UK,Free,T00047,Track A012-3,Artist 12,Album A012-2,2023,Pop,Dance Pop,Mobile,Android,12,London,ENG,UK,235,1,0,2024-10-28 03:02:17
704,U0210,53,Japan,Premium,T00018,Track A005-2,Artist 5,Album A005-1,2021,Bollywood,Dance,Desktop,Windows,10,Osaka,OS,Japan,204,1,0,2024-10-12 14:01:38
705,U0490,49,Japan,Free,T00095,Track A024-3,Artist 24,Album A024-2,2023,K-Pop,Pop,Tablet,iOS,17.1,Osaka,OS,Japan,245,1,0,2024-10-11 04:25:39
706,U0231,53,India,Premium,T00042,Track A011-2,Artist 11,Album A011-1,2023,Pop,Dance Pop,Desktop,Windows,10,Hyderabad,TG,India,198,1,0,2024-10-13 23:29:40
707,U0284,48,India,Free,T00007,Track A002-3,Artist 2,Album A002-2,2018,Bollywood,Dance,Mobile,iOS,17.5,Bengaluru,KA,India,169,0,2,2024-10-19 02:21:34
708,U0540,55,UK,Premium Family,T00016,Track A004-4,Artist 4,Album A004-2,2018,Bollywood,Dance,Desktop,macOS,13.5,Edinburgh,SCT,UK,229,1,0,2024-10-26 19:42:49
709,U0300,34,Canada,Student,T00058,Track A015-2,Artist 15,Album A015-1,2018,Latin Pop,Reggaeton,Tablet,iOS,17.1,Toronto,ON,Canada,257,1,0,2024-10-18 20:55:15
710,U0068,36,UK,Student,T00025,Track A007-1,Artist 7,Album A007-1,2021,Pop,Dance Pop,Desktop,macOS,13.5,Manchester,ENG,UK,97,0,0,2024-10-05 05:43:19
711,U0296,58,Brazil,Premium,T00010,Track A003-2,Artist 3,Album A003-1,2017,Pop,Dance Pop,Mobile,iOS,17.5,São Paulo,SP,Brazil,154,0,0,2024-10-08 23:57:59
712,U0509,40,UK,Premium,T00020,Track A005-4,Artist 5,Album A005-2,2022,Bollywood,Dance,Mobile,Android,12,London,ENG,UK,309,1,0,2024-10-26 06:38:42
713,U0301,49,India,Free,T00054,Track A014-2,Artist 14,Album A014-1,2024,Hip-Hop,Pop Rap,Smart Speaker,Alexa,5.3,Hyderabad,TG,India,299,1,0,2024-10-27 06:49:02
714,U0356,27,USA,Premium,T00054,Track A014-2,Artist 14,Album A014-1,2024,Hip-Hop,Pop Rap,Desktop,macOS,13.5,New York,NY,USA,157,0,0,2024-10-02 01:01:43
715,U0238,21,USA,Premium,T00067,Track A017-3,Artist 17,Album A017-2,2020,Pop,Dance Pop,Smart Speaker,Alexa,5.3,New York,NY,USA,181,1,0,2024-10-17 07:19:31
716,U0335,24,Japan,Free,T00063,Track A016-3,Artist 16,Album A016-2,2020,Latin Pop,Reggaeton,Tablet,iOS,17.1,Tokyo,TK,Japan,268,1,0,2024-10-26 17:41:18
717,U0469,20,UK,Premium,T00039,Track A010-3,Artist 10,Album A010-2,2017,Pop,Dance Pop,Tablet,iOS,17.1,Edinburgh,SCT,UK,286,1,0,2024-10-07 09:44:16
718,U0176,44,USA,Free,T00034,Track A009-2,Artist 9,Album A009-1,2019,K-Pop,Pop,Mobile,Android,12,New York,NY,USA,174,0,0,2024-10-24 12:11:02
719,U0152,33,USA,Premium,T00046,Track A012-2,Artist 12,Album A012-1,2018,Pop,Dance Pop,Desktop,Windows,10,Chicago,IL,USA,311,1,0,2024-10-23 03:11:34
720,U0165,60,Brazil,Free,T00092,Track A023-4,Artist 23,Album A023-2,2018,Latin Pop,Reggaeton,Tablet,iOS,17.1,São Paulo,SP,Brazil,131,0,2,2024-10-14 20:20:10
721,U0158,46,Brazil,Free,T00021,Track A006-1,Artist 6,Album A006-1,2020,Latin Pop,Reggaeton,Mobile,Android,12,Rio de Janeiro,RJ,Brazil,78,0,2,2024-10-06 16:13:06
722,U0130,16,USA,Premium,T00057,Track A015-1,Artist 15,Album A015-1,2017,Latin Pop,Reggaeton,Desktop,Windows,10,Chicago,IL,USA,131,0,2,2024-10-18 22:41:57
723,U0036,58,Canada,Free,T00086,Track A022-2,Artist 22,Album A022-1,2020,Bollywood,Dance,Desktop,Windows,10,Toronto,ON,Canada,121,0,2,2024-10-17 16:36:38
724,U0167,40,Japan,Premium Family,T00069,Track A018-1,Artist 18,Album A018-1,2017,Latin Pop,Reggaeton,Desktop,Windows,10,Osaka,OS,Japan,295,1,0,2024-10-06 21:32:46
725,U0512,38,Canada,Free,T00019,Track A005-3,Artist 5,Album A005-2,2022,Bollywood,Dance,Desktop,macOS,13.5,Montreal,QC,Canada,123,0,2,2024-10-16 13:04:51
726,U0520,50,Japan,Premium Family,T00043,Track A011-3,Artist 11,Album A011-2,2024,Pop,Dance Pop,Smart Speaker,Alexa,5.3,Osaka,OS,Japan,193,1,0,2024-10-15 08:20:55
727,U0588,27,Japan,Premium,T00086,Track A022-2,Artist 22,Album A022-1,2020,Bollywood,Dance,Mobile,Android,12,Tokyo,TK,Japan,240,1,0,2024-10-28 10:32:32
728,U0453,58,Canada,Free,T00044,Track A011-4,Artist 11,Album A011-2,2017,Pop,Dance Pop,Smart Speaker,Alexa,5.3,Toronto,ON,Canada,240,1,0,2024-10-06 10:51:25
729,U0042,52,USA,Free,T00018,Track A005-2,Artist 5,Album A005-1,2021,Bollywood,Dance,Smart Speaker,Alexa,5.3,San Francisco,CA,USA,110,0,1,2024-10-27 17:54:53
730,U0226,44,India,Premium,T00058,Track A015-2,Artist 15,Album A015-1,2018,Latin Pop,Reggaeton,Desktop,Windows,10,Mumbai,MH,India,165,0,2,2024-10-05 11:44:53
731,U0200,30,USA,Student,T00075,Track A019-3,Artist 19,Album A019-2,2021,Hip-Hop,Pop Rap,Tablet,iOS,17.1,Chicago,IL,USA,252,1,0,2024-10-11 18:48:58
732,U0285,37,Germany,Premium Family,T00026,Track A007-2,Artist 7,Album A007-1,2022,Pop,Dance Pop,Mobile,iOS,17.5,Berlin,BE,Germany,203,1,0,2024-10-05 01:23:19
733,U0090,35,India,Premium,T00066,Track A017-2,Artist 17,Album A017-1,2024,Pop,Dance Pop,Desktop,macOS,13.5,Mumbai,MH,India,195,0,2,2024-10-10 10:33:02
734,U0524,21,Brazil,Premium,T00008,Track A002-4,Artist 2,Album A002-2,2018,Bollywood,Dance,Smart Speaker,Alexa,5.3,Rio de Janeiro,RJ,Brazil,179,0,1,2024-10-18 12:40:15
735,U0379,57,USA,Premium,T00050,Track A013-2,Artist 13,Album A013-1,2018,Hip-Hop,Pop Rap,Desktop,Windows,10,New York,NY,USA,156,0,1,2024-10-01 14:12:11
736,U0457,45,Germany,Premium,T00072,Track A018-4,Artist 18,Album A018-2,2020,Latin Pop,Reggaeton,Mobile,iOS,17.5,Berlin,BE,Germany,240,1,0,2024-10-11 11:18:11
737,U0426,23,UK,Premium,T00057,Track A015-1,Artist 15,Album A015-1,2017,Latin Pop,Reggaeton,Desktop,Windows,10,Manchester,ENG,UK,258,1,0,2024-10-08 22:49:46
738,U0435,51,Canada,Premium Family,T00094,Track A024-2,Artist 24,Album A024-1,2020,K-Pop,Pop,Desktop,macOS,13.5,Toronto,ON,Canada,266,1,0,2024-10-07 18:36:29
739,U0089,26,Japan,Premium Family,T00019,Track A005-3,Artist 5,Album A005-2,2022,Bollywood,Dance,Mobile,Android,12,Tokyo,TK,Japan,193,0,2,2024-10-15 17:17:23
740,U0344,50,Brazil,Free,T00009,Track A003-1,Artist 3,Album A003-1,2022,Pop,Dance Pop,Tablet,iOS,17.1,São Paulo,SP,Brazil,100,0,2,2024-10-19 05:48:23
741,U0280,18,Germany,Free,T00054,Track A014-2,Artist 14,Album A014-1,2024,Hip-Hop,Pop Rap,Mobile,Android,12,Munich,BY,Germany,191,0,0,2024-10-27 23:34:12
742,U0205,36,India,Premium Family,T00024,Track A006-4,Artist 6,Album A006-2,2024,Latin Pop,Reggaeton,Desktop,macOS,13.5,Hyderabad,TG,India,206,1,0,2024-10-15 01:14:56
743,U0310,19,Canada,Premium,T00075,Track A019-3,Artist 19,Album A019-2,2021,Hip-Hop,Pop Rap,Desktop,Windows,10,Vancouver,BC,Canada,207,1,0,2024-10-24 23:40:07
744,U0230,25,UK,Free,T00004,Track A001-4,Artist 1,Album A001-2,2022,Hip-Hop,Pop Rap,Mobile,iOS,17.5,Edinburgh,SCT,UK,151,0,2,2024-10-08 11:27:03
745,U0484,48,USA,Premium Family,T00016,Track A004-4,Artist 4,Album A004-2,2018,Bollywood,Dance,Smart Speaker,Alexa,5.3,Chicago,IL,USA,182,0,2,2024-10-14 23:10:55
746,U0251,45,Germany,Free,T00004,Track A001-4,Artist 1,Album A001-2,2022,Hip-Hop,Pop Rap,Mobile,iOS,17.5,Munich,BY,Germany,196,1,0,2024-10-14 10:58:52
747,U0371,48,Canada,Premium Family,T00075,Track A019-3,Artist 19,Album A019-2,2021,Hip-Hop,Pop Rap,Desktop,macOS,13.5,Vancouver,BC,Canada,186,1,0,2024-10-28 10:56:31
748,U0488,27,India,Premium,T00089,Track A023-1,Artist 23,Album A023-1,2019,Latin Pop,Reggaeton,Mobile,iOS,17.5,Hyderabad,TG,India,199,1,0,2024-10-19 02:48:43
749,U0018,24,Japan,Free,T00034,Track A009-2,Artist 9,Album A009-1,2019,K-Pop,Pop,Mobile,Android,12,Tokyo,TK,Japan,87,0,1,2024-10-29 05:40:35
750,U0139,44,India,Free,T00046,Track A012-2,Artist 12,Album A012-1,2018,Pop,Dance Pop,Mobile,Android,12,Bengaluru,KA,India,153,0,2,2024-10-03 13:37:09
751,U0365,52,UK,Premium,T00007,Track A002-3,Artist 2,Album A002-2,2018,Bollywood,Dance,Desktop,Windows,10,Edinburgh,SCT,UK,202,0,0,2024-10-15 03:48:47
752,U0527,21,Brazil,Premium,T00025,Track A007-1,Artist 7,Album A007-1,2021,Pop,Dance Pop,Smart Speaker,Alexa,5.3,São Paulo,SP,Brazil,248,1,0,2024-10-09 21:29:55
